Airport Identifier,Airport Name,Courtesy Car,Bicycles,Camping,Meals
26R,JACKSON COUNTY,Yes,No,No,Yes
ELP,EL PASO INTERNATIONAL,No,No,No,Yes
27R,ELDORADO,Yes,No,No,Yes
F41,ENNIS MUNICIPAL,No,No,No,No
E35,FABENS,Yes,No,No,Yes
BKS,BROOKS COUNTY,No,No,No,Yes
41F,FLOYDADA MUNICIPAL,Yes,No,No,Yes
T93,LIPSCOMB COUNTY,No,No,No,Yes
GRK,"KILLEEN, ROBERT GRAY AAF",No,No,No,No
FST,FORT STOCKTON-PECOS COUNTY,Yes,No,No,Yes
50F,BOURLAND FIELD,Yes,No,No,Yes
AFW,FORT WORTH ALLIANCE,Yes,No,No,Yes
FTW,"ATCT: 118.3
ASOS: 817-626-5811 ATIS: 120.7
REMARKS: LODGING",Yes,No,No,No
FWS,FORT WORTH SPS,Yes,No,No,No
T67,HICKS AIRFIELD,No,No,No,Yes
4T2,KENNETH COPELAND,No,No,No,No
9F9,SYCAMORE STRIP,No,No,No,Yes
T25,AREO ESTATES,No,No,No,No
T82,GILLESPIE COUNTY,Yes,No,No,Yes
T19,DUVAL-FREER,No,No,No,Yes
X54,BENGER AIR PARK,No,No,No,Yes
X09,COVEY TRAILS,No,No,No,No
GLE,GAINESVILLE MUNICIPAL,Yes,No,No,Yes
GLS,SCHOLES INTL AT GALVESTON,No,No,No,Yes
GOP,GATESVILLE MUNI,Yes,No,No,Yes
8T6,LIVE OAK COUNTY,No,No,No,Yes
GTU,GEORGETOWN MUNICIPAL,Yes,No,No,Yes
GYB,GIDDINGS-LEE COUNTY,Yes,No,No,Yes
JXI,GILMER MUNI,Yes,No,No,Yes
07F,GLADEWATER MUNICIPAL,No,No,No,Yes
T37,GOLDTHWAITE MUNICIPAL,No,No,No,No
T20,ROGER M DREYER MUNICIPAL,No,No,No,Yes
3T0,CEDAR MILLS,No,No,Yes,Yes
F35,POSSUM KINGDOM,No,No,No,Yes
RPH,GRAHAM MUNICIPAL,Yes,No,No,Yes
10F,ROSSER RANCH,No,No,No,No
GDJ,GRANBURY REGIONAL,Yes,No,No,Yes
GPM,GRAND PRAIRIE MUNICIPAL,Yes,No,No,Yes
GVT,MAJORS,No,No,No,Yes
33R,GROVETON-TRINITY COUNTY,No,No,No,No
E19,GRUVER MUNICIPAL,No,No,No,Yes
34R,HALLETTSVILLE MUNICIPAL,No,No,No,Yes
MNZ,HAMILTON MUNICIPAL,Yes,No,No,Yes
HRL,VALLEY INTERNATIONAL,Yes,No,No,Yes
15F,HASKELL MUNICIPAL,No,No,No,Yes
LHB,HEARNE MUNICIPAL,Yes,No,No,Yes
HBV,JIM HOGG COUNTY,No,No,No,Yes
RFI,RUSK COUNTY,Yes,No,No,Yes
HRX,HEREFORD MUNICIPAL,No,No,No,Yes
1X1,HIGGINS-LIPSCOMB COUNTY,No,No,No,Yes
INJ,HILLSBORO MUNICIPAL,Yes,No,No,Yes
HDO,SOUTH TEXAS RGNL AT HONDO,Yes,No,No,Yes
DZB,HORSESHOE BAY RESORT,No,No,No,No
CXO,CONROE-NORTH HOUSTON REGIONAL,Yes,No,No,Yes
T51,DAN JONES INTL,No,No,No,No
DWH,DAVID WAYNE HOOKS MEMORIAL,Yes,No,No,No
EFD,ELLINGTON FIELD,Yes,No,No,Yes
39R,FLYIN’ B,No,No,No,No
IAH,GEORGE BUSH INTERCONTINENTAL,Yes,No,No,Yes
TME,HOUSTON EXECUTIVE,No,No,No,No
2H5,HOUSTON FORT BEND,No,No,No,No
AXH,HOUSTON-SOUTHWEST,Yes,No,No,Yes
9X1,NORTH HOUSTON,No,No,No,Yes
LVJ,PEARLAND REGIONAL,Yes,No,No,No
SGR,SUGAR LAND REGIONAL,Yes,No,No,Yes
EYQ,WEISER AIR PARK,No,No,No,No
IWS,WEST HOUSTON,Yes,No,No,Yes
HOU,WILLIAM P HOBBY,Yes,No,No,Yes
UTS,HUNTSVILLE MUNICIPAL,Yes,No,No,Yes
TFP,McCAMPBELL - PORTER,Yes,No,No,No
2F0,IRAAN MUNICIPAL,No,No,No,Yes
21F,JACKSBORO MUNICIPAL,No,No,No,Yes
JSO,CHEROKEE COUNTY,Yes,No,No,Yes
JAS,JASPER COUNTY-BELL FIELD,Yes,No,No,Yes
22F,KENT COUNTY,No,No,No,No
24F,CYPRESS RIVER,Yes,No,No,Yes
6F7,MANNING FIELD,No,No,Yes,No
JCT,KIMBLE COUNTY,No,No,No,Yes
3T6,CLARK,No,No,No,No
16X,PROPWASH,No,No,No,No
XA0,PROSE FIELD,No,No,No,No
2R9,KARNES COUNTY,No,No,No,Yes
ERV,LOUIS SCHREINER FIELD,Yes,No,No,Yes
ILE,SKYLARK FIELD,Yes,No,No,No
IKG,KLEBERG COUNTY,Yes,No,No,Yes
T12,KIRBYVILLE,No,No,No,Yes
F75,HARRISON FIELD OF KNOX CITY,No,No,No,Yes
45R,"SILSBEE, HAWTHORNE FIELD",No,No,No,Yes
29F,JOE VAUGHN SPRAYING,No,No,No,Yes
E58,BIRD DOG AIRFIELD,No,No,No,No
3T5,FAYETTE REGIONAL AIR CENTER,No,No,No,Yes
T41,LA PORTE MUNICIPAL,Yes,No,No,Yes
RYW,RUSTY ALLEN,No,No,No,Yes
30F,LAKEVIEW,No,No,No,Yes
3R9,LAKEWAY AIRPARK,Yes,No,No,Yes
LUV,LAMESA MUNICIPAL,Yes,No,No,Yes
LZZ,LAMPASAS,No,No,No,Yes
LNC,LANCASTER RGNL,Yes,No,No,No
LRD,LAREDO INTERNATIONAL,Yes,No,No,No
49R,REAL COUNTY,No,No,No,Yes
LLN,LEVELLAND MUNICIPAL,No,No,No,Yes
T78,LIBERTY MUNICIPAL,Yes,No,No,Yes
7T0,FREEDOM FIELD,No,No,No,Yes
LIU,LITTLEFIELD TAYLOR BROWN MUNICIPAL,Yes,No,No,Yes
00R,LIVINGSTON MUNICIPAL,No,No,No,No
AQO,LLANO MUNICIPAL,Yes,No,No,Yes
50R,LOCKHART MUNICIPAL,Yes,No,No,Yes
GGG,EAST TEXAS REGIONAL,No,No,No,No
T26,FLYING V RANCH,No,No,No,No
F82,EXECUTIVE AIRPARK,Yes,No,No,Yes
LBB,LUBBOCK PRESTON SMITH INTL,Yes,No,No,Yes
LFK,ANGELINA COUNTY,Yes,No,No,No
T91,THE CARTER MEMORIAL,No,No,No,Yes
51R,MADISONVILLE MUNICIPAL,No,No,No,Yes
3T2,WOLFE AIR PARK,No,No,No,Yes
MRF,MARFA MUNICIPAL,Yes,No,No,Yes
T15,MARLIN,No,No,No,No
ASL,HARRISON COUNTY,Yes,No,No,Yes
T92,MASON COUNTY,No,No,No,Yes
MFE,MC ALLEN MILLER INTL,Yes,No,No,Yes
E48,UPTON COUNTY,No,No,No,No
T31,AERO COUNTRY,No,No,No,No
2E7,GRAY COUNTY,No,No,No,No
F21,MEMPHIS MUNICIPAL,No,No,No,Yes
T50,MENARD COUNTY,No,No,No,Yes
HQZ,MESQUITE METRO,Yes,No,No,Yes
LXY,MEXIA-LIMESTONE COUNTY,Yes,No,No,Yes
3E0,MIAMI-ROBERTS COUNTY,No,No,No,Yes
MDD,MIDLAND AIRPARK,Yes,No,No,Yes
MAF,MIDLAND INTL AIR AND SPACE PORT,No,No,No,No
7T7,SKYWEST INC,No,No,No,Yes
T56,EAGLES NEST ESTATES,No,No,No,No
JWY,"WAXAHACHIE, MID-WAY RGNL",Yes,No,No,Yes
3F9,MINEOLA WISENER FIELD,Yes,No,No,Yes
JDD,"QUITMAN, WOOD COUNTY-COLLINS FIELD",No,No,No,Yes
MWL,MINERAL WELLS REGIONAL,Yes,No,No,Yes
E01,ROY HURD MEMORIAL,No,No,No,Yes
F85,COCHRAN COUNTY,Yes,No,No,No
OSA,MOUNT PLEASANT RGNL,Yes,No,No,No
6X0,TARRANT FIELD,No,No,No,Yes
F53,FRANKLIN COUNTY,No,No,No,Yes
2T1,MULESHOE MUNICIPAL,No,No,No,Yes
37F,MUNDAY MUNICIPAL,No,No,No,Yes
OCH,NACOGDOCHES A L MANGHAM JR RGNL,No,No,No,Yes
60R,NAVASOTA MUNICIPAL,No,No,No,Yes
BAZ,NEW BRAUNFELS REGIONAL,Yes,No,No,No
61R,NEWTON MUNICIPAL,No,No,No,No
ODO,ODESSA-SCHLEMEYER FIELD,Yes,No,No,Yes
ONY,OLNEY MUNICIPAL,Yes,No,No,Yes
ORG,ORANGE COUNTY,Yes,No,No,Yes
OZA,OZONA MUNICIPAL,No,No,No,Yes
3F6,DAN E RICHARDS MUNICIPAL,No,No,No,Yes
PSX,PALACIOS MUNICIPAL,Yes,No,No,Yes
PSN,PALESTINE MUNICIPAL,Yes,No,No,Yes
T13,DALLAS SOUTH PORT,No,No,No,No
PPA,PERRY LEFORS FIELD,Yes,No,No,Yes
T45,PANHANDLE-CARSON COUNTY,No,No,No,No
PRX,COX FIELD,Yes,No,No,Yes
T79,SKYWAY MANOR,No,No,No,Yes
T30,MC KINLEY FIELD,No,No,No,Yes
PEQ,PECOS MUNICIPAL,Yes,No,No,Yes
PYX,PERRYTON OCHILTREE COUNTY,Yes,No,No,Yes
T24,PINELAND MUNICIPAL,No,No,No,No
F98,YOAKUM COUNTY,No,No,No,Yes
PVW,HALE COUNTY,Yes,No,No,Yes
PEZ,PLEASANTON MUNICIPAL,Yes,No,No,No
74T,HICKS,No,No,No,No
RAS,MUSTANG BEACH,No,No,No,No
PIL,PORT ISABEL-CAMERON COUNTY,Yes,No,No,Yes
PKV,CALHOUN COUNTY,Yes,No,No,Yes
T05,CHARLES R JOHNSON,Yes,No,No,Yes
9R5,HUNT,Yes,No,No,Yes
5F1,GARZA COUNTY MUNICIPAL,No,No,No,Yes
3T9,BIG BEND RANCH STATE PARK,No,No,No,No
PRS,PRESIDIO LELY INTERNATIONAL,No,No,No,Yes
F01,QUANAH MUNICIPAL,No,No,No,Yes
T14,ROCKIN M,No,No,No,No
F23,RANGER MUNICIPAL,No,No,No,Yes
49F,RANKIN,No,No,No,Yes
RFG,ROOKE FIELD,Yes,No,No,Yes
T76,RHOME MEADOWS,No,No,No,No
67R,RIO GRANDE CITY MUNICIPAL,No,No,No,Yes
52F,AERO VALLEY,Yes,No,No,Yes
RBO,NUECES COUNTY,No,No,No,Yes
RCK,H H COFFIELD REGIONAL,No,No,No,Yes
RKP,ARANSAS COUNTY,Yes,No,No,Yes
ECU,EDWARDS COUNTY,No,No,No,Yes
T48,PHILLIPS FLYING RANCH,No,No,No,No
F46,ROCKWALL MUNICIPAL,Yes,No,No,Yes
T54,LANE AIRPARK,No,No,No,No
56F,"ROBY, FISHER COUNTY",No,No,No,No
2TX,SALADO,No,No,No,No
SJT,MATHIS FIELD,Yes,No,No,No
5C1,BOERNE STAGE FIELD,Yes,No,No,Yes
1T8,BULVERDE AIRPARK,No,No,No,No
74R,HORIZON,No,No,No,Yes
SKF,KELLY FIELD,No,No,No,No
1T7,KESTREL AIRPARK,Yes,No,No,No
SAT,SAN ANTONIO INTERNATIONAL,No,No,No,Yes
8T8,SAN GERONIMO AIRPARK,No,No,No,No
SSF,STINSON MUNICIPAL,Yes,No,No,No
T94,TWIN-OAKS,No,No,No,Yes
78R,SAN AUGUSTINE COUNTY,No,No,No,Yes
81R,SAN SABA COUNTY MUNICIPAL,No,No,No,Yes
T87,FLYING C,No,No,No,No
T58,IRONHEAD,No,No,No,Yes
58F,LANE FIELD,No,No,No,No
6X8,VULTURES ROW,No,No,No,No
F97,SEAGRAVES,No,No,No,No
E70,"HUBER AIRPARK CIVIC CLUB, LLC",No,No,No,No
GNC,GAINES COUNTY,No,No,No,Yes
60F,SEYMOUR MUNICIPAL,No,No,No,Yes
2F1,SHAMROCK MUNICIPAL,No,No,No,Yes
SWI,SHERMAN MUNICIPAL,Yes,No,No,Yes
GYI,PERRIN FIELD,Yes,No,No,No
T69,ALFRED C ‘BUBBA’ THOMAS,Yes,No,No,Yes
F49,SLATON MUNICIPAL,Yes,No,No,Yes
T28,CAIN,No,No,No,No
84R,SMITHVILLE CRAWFORD MUNICIPAL,No,No,No,Yes
SNK,WINSTON FIELD,Yes,No,No,Yes
53T,CANNON FIELD,No,No,No,No
SOA,SONORA MUNICIPAL,No,No,No,Yes
E42,MAJOR SAMUEL B CORNELIUS FIELD,Yes,No,No,Yes
88R,SPICEWOOD,No,No,No,No
F56,ARLEDGE FIELD,No,No,No,Yes
63F,STANTON MUNICIPAL,No,No,No,Yes
SEP,CLARK REGIONAL,Yes,No,No,Yes
H70,STRATFORD FIELD,No,No,No,Yes
SLR,SULPHUR SPRINGS MUNICIPAL,Yes,No,No,No
X43,SUNRAY,No,No,No,No
2KL,SUNRISE BEACH,No,No,No,Yes
SWW,AVENGER FIELD,Yes,No,No,Yes
2F4,T-BAR,Yes,No,No,Yes
T74,TAYLOR MUNICIPAL,Yes,No,No,Yes
68F,TEAGUE MUNICIPAL,No,No,No,Yes
TPL,DRAUGHON-MILLER CENTRAL TEXAS REGIONAL,No,No,No,Yes
TRL,TERRELL MUNICIPAL,Yes,No,No,Yes
72F,THROCKMORTON MUNICIPAL,No,No,No,No
I06,SWISHER COUNTY MUNICIPAL,Yes,No,No,Yes
TYR,TYLER POUNDS REGIONAL,Yes,No,No,No
UVA,GARNER FIELD,Yes,No,No,Yes
9F1,VALLEY MILLS MUNICIPAL,No,No,No,Yes
VHN,CULBERSON COUNTY,Yes,No,No,Yes
E52,OLDHAM COUNTY,No,No,No,Yes
F05,WILBARGER COUNTY,Yes,No,No,Yes
VCT,VICTORIA REGIONAL,No,No,No,No
PWG,McGREGOR EXECUTIVE,Yes,No,No,No
CNW,TEXAS STATE TECH COLLEGE,No,No,No,Yes
ACT,WACO REGIONAL,No,No,No,No
73F,WINGS FOR CHRIST INTL FLIGHT ACADEMY,No,No,No,No
F78,HORSESHOE BEND,No,No,No,No
WEA,PARKER COUNTY,No,No,No,No
F06,MARIAN AIRPARK,No,No,No,Yes
TXW,MID VALLEY,Yes,No,No,Yes
94R,LACKEY AVIATION,No,No,No,No
ARM,WHARTON REGIONAL,Yes,No,No,Yes
T59,WHEELER MUNICIPAL,No,No,No,Yes
T29,FLYING H RANCH,No,No,No,No
CWC,KICKAPOO DOWNTOWN,Yes,No,No,Yes
SPS,WICHITA FALLS MUNI,No,No,No,Yes
F14,WICHITA VALLEY,No,No,No,Yes
76F,VAN ZANDT COUNTY REGIONAL,No,No,No,Yes
INK,WINKLER COUNTY,Yes,No,No,Yes
T90,"STOWELL, CHAMBERS COUNTY WINNIE STOWELL",No,No,No,Yes
F51,WINNSBORO MUNICIPAL,No,No,No,Yes
77F,WINTERS MUNICIPAL,No,No,No,Yes
09R,TYLER COUNTY,No,No,No,No
T85,YOAKUM MUNICIPAL,No,No,No,Yes
APY,ZAPATA COUNTY,No,No,No,Yes
49T,CBD VERTIPORT,No,No,No,No
73T,DESOTO HELIPORT,No,No,No,No
T34,TALON AIR,No,No,No,No
12T,"RED OAK, FERRIS RED OAK MUNI",No,No,No,No
T57,HELIPORT,No,No,No,No
T95,BAY ELECTRIC SUPPLY HELIPORT,No,No,No,No
